longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.6,37.36,27.0,2521.0,484.0,1307.0,456.0,3.0911,93125.0,INLAND
-118.04,33.76,16.0,2070.0,263.0,878.0,297.0,7.0879,340505.0,<1H OCEAN
-118.42,34.25,36.0,1430.0,331.0,1502.0,312.0,3.6292,150312.0,<1H OCEAN
-122.48,37.76,52.0,1845.0,336.0,1015.0,337.0,4.1397,326260.0,NEAR BAY
-118.18,33.97,30.0,2887.0,866.0,2806.0,830.0,2.2122,167200.0,<1H OCEAN
-117.75,34.05,27.0,437.0,108.0,469.0,97.0,1.7206,105607.0,INLAND
-122.32,37.95,36.0,1425.0,245.0,573.0,239.0,4.35,186495.0,NEAR BAY
-118.17,34.01,36.0,1657.0,425.0,1689.0,418.0,2.7799,152104.0,<1H OCEAN
-122.45,37.76,51.0,2564.0,457.0,810.0,442.0,5.6235,468353.69,NEAR BAY
-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,116593.0,NEAR BAY
-117.28,33.2,11.0,1472.0,261.0,1012.0,285.0,4.21,179094.0,NEAR OCEAN
-120.8,37.55,18.0,1802.0,335.0,1110.0,329.0,3.1641,109535.0,INLAND
-117.07,32.62,19.0,5016.0,1173.0,2750.0,1081.0,2.7838,146500.0,NEAR OCEAN
-121.98,37.34,18.0,6649.0,1712.0,3604.0,1651.0,4.5368,293037.0,<1H OCEAN
-117.41,33.94,29.0,3181.0,714.0,1603.0,706.0,3.25,115410.0,INLAND
-117.12,33.07,45.0,1032.0,235.0,363.0,177.0,3.6389,183495.0,<1H OCEAN
-122.25,38.15,24.0,2917.0,543.0,1878.0,531.0,3.7014,135058.0,NEAR BAY
-118.19,35.05,14.0,2992.0,573.0,1631.0,526.0,3.7452,88055.0,INLAND
-118.03,33.97,39.0,2126.0,434.0,1103.0,433.0,3.2852,193823.0,<1H OCEAN
-122.14,38.05,27.0,3794.0,772.0,1756.0,724.0,3.2891,149293.0,NEAR BAY
-115.6,33.04,31.0,314.0,61.0,152.0,56.0,3.3472,96591.0,INLAND
-119.91,36.83,29.0,2205.0,366.0,1072.0,345.0,3.8056,138279.0,INLAND
-121.98,37.8,16.0,2498.0,330.0,1027.0,343.0,8.155,362891.04,<1H OCEAN
-121.6,37.9,5.0,14684.0,2252.0,4276.0,1722.0,6.9051,322323.0,INLAND
-118.23,33.78,20.0,59.0,24.0,69.0,23.0,2.5588,283104.05,NEAR OCEAN
-121.33,37.97,43.0,1511.0,292.0,721.0,320.0,3.5703,97429.0,INLAND
-121.28,37.82,10.0,9205.0,1774.0,5935.0,1673.0,3.65,133290.0,INLAND
-118.09,33.9,36.0,1215.0,279.0,862.0,285.0,3.7604,162453.0,<1H OCEAN
-121.5,38.58,20.0,4018.0,1220.0,1570.0,1122.0,2.5821,134533.0,INLAND
-118.37,34.15,23.0,4604.0,1319.0,2391.0,1227.0,3.1373,286249.02,<1H OCEAN
-117.8,33.81,14.0,1206.0,142.0,572.0,149.0,8.847,386758.01,<1H OCEAN
-121.62,36.67,45.0,1827.0,408.0,1507.0,410.0,2.8942,143085.0,<1H OCEAN
-121.43,37.76,7.0,2125.0,508.0,1358.0,464.0,3.6312,145515.0,INLAND
-117.75,33.71,15.0,2849.0,537.0,878.0,520.0,3.2841,165789.0,<1H OCEAN
-117.7,33.51,2.0,5261.0,763.0,1460.0,599.0,6.8279,295267.02,<1H OCEAN
-123.15,39.74,23.0,608.0,143.0,281.0,108.0,2.9306,75574.0,INLAND
-118.43,34.32,34.0,2657.0,515.0,1948.0,532.0,4.233,164862.0,<1H OCEAN
-121.48,38.52,36.0,1824.0,357.0,906.0,356.0,2.9911,97606.0,INLAND
-117.9,33.71,16.0,1917.0,317.0,1324.0,351.0,6.2488,264225.0,<1H OCEAN
-117.37,34.59,39.0,8193.0,1747.0,6852.0,1597.0,2.3832,65080.0,INLAND
-122.49,38.29,26.0,1726.0,289.0,672.0,251.0,3.8,233033.0,<1H OCEAN
-121.91,36.62,52.0,541.0,157.0,240.0,145.0,3.5865,270373.02,<1H OCEAN
-119.25,34.27,35.0,2532.0,407.0,1338.0,422.0,4.7727,235115.0,NEAR OCEAN
-119.02,35.34,35.0,1650.0,390.0,1145.0,343.0,1.5357,55268.0,INLAND
-117.99,33.78,19.0,7399.0,1698.0,3554.0,1593.0,3.1049,180264.0,<1H OCEAN
-117.04,32.72,24.0,5474.0,955.0,3020.0,904.0,4.0813,140375.0,NEAR OCEAN
-117.13,32.97,10.0,3486.0,469.0,1700.0,483.0,6.4696,256786.01,<1H OCEAN
-121.83,37.28,19.0,2644.0,833.0,2317.0,780.0,3.1042,183487.0,<1H OCEAN
-118.22,33.91,27.0,500.0,159.0,732.0,162.0,2.7426,106663.0,<1H OCEAN
-122.09,37.89,35.0,880.0,139.0,352.0,132.0,6.8686,407073.07,NEAR BAY
-117.75,34.05,46.0,1480.0,358.0,1511.0,348.0,1.9718,108463.0,INLAND
-117.76,33.71,14.0,4321.0,582.0,2025.0,578.0,8.3634,362326.0,<1H OCEAN
-119.05,35.34,14.0,3580.0,984.0,1933.0,912.0,2.6637,135304.0,INLAND
-118.1,34.13,47.0,2234.0,276.0,749.0,260.0,15.0001,499986.99,<1H OCEAN
-118.38,33.77,21.0,11353.0,1537.0,4649.0,1504.0,9.821,499379.99,NEAR OCEAN
-122.23,40.63,16.0,1141.0,220.0,563.0,200.0,2.3287,114288.0,INLAND
-118.43,33.99,45.0,2092.0,451.0,1190.0,429.0,3.8021,322871.01,<1H OCEAN
-120.58,38.77,15.0,2155.0,394.0,857.0,356.0,4.03,138178.0,INLAND
-118.03,33.92,30.0,1414.0,332.0,1307.0,315.0,3.0,158064.0,<1H OCEAN
-121.23,38.66,19.0,3243.0,546.0,1334.0,515.0,4.8088,172978.0,INLAND
-117.38,33.97,29.0,1157.0,297.0,2027.0,253.0,1.6389,127868.0,INLAND
-120.3,38.04,6.0,1281.0,245.0,422.0,160.0,3.2875,115353.0,INLAND
-118.06,34.08,37.0,778.0,205.0,850.0,198.0,2.5119,183905.0,<1H OCEAN
-119.29,36.28,23.0,1895.0,340.0,749.0,313.0,2.2333,105193.0,INLAND
-124.0,40.92,29.0,1429.0,,672.0,266.0,2.9485,103371.0,<1H OCEAN
-121.9,37.24,24.0,7521.0,1364.0,3970.0,1318.0,4.4004,256352.0,<1H OCEAN
-122.14,37.73,43.0,2264.0,390.0,931.0,368.0,3.8125,219435.0,NEAR BAY
-117.08,32.91,16.0,1653.0,228.0,690.0,224.0,6.5853,260365.0,<1H OCEAN
-118.14,33.88,24.0,3305.0,982.0,2085.0,881.0,2.6641,169610.0,<1H OCEAN
-124.09,40.86,25.0,1322.0,387.0,794.0,379.0,1.1742,83566.0,NEAR OCEAN
-122.29,38.4,28.0,2024.0,340.0,844.0,309.0,4.7833,315165.0,INLAND
-119.74,36.79,28.0,2857.0,619.0,1614.0,592.0,2.1573,71387.0,INLAND
-118.27,34.25,37.0,2489.0,454.0,1215.0,431.0,5.0234,265812.0,<1H OCEAN
-118.43,34.02,38.0,2172.0,437.0,830.0,368.0,3.9091,451360.67,<1H OCEAN
-121.69,39.36,34.0,842.0,186.0,635.0,165.0,1.8355,67711.0,INLAND
-122.3,37.53,37.0,1338.0,215.0,535.0,221.0,5.4351,370521.01,NEAR OCEAN
-120.44,34.88,9.0,3124.0,415.0,1169.0,407.0,6.7694,310240.04,<1H OCEAN
-118.49,34.23,32.0,4373.0,683.0,2040.0,693.0,5.2668,247202.01,<1H OCEAN
-122.21,37.79,45.0,2115.0,533.0,1530.0,474.0,2.4167,129119.0,NEAR BAY
-122.17,38.07,15.0,2125.0,278.0,857.0,272.0,6.4599,230710.0,NEAR BAY
-117.24,33.85,8.0,1031.0,201.0,606.0,179.0,2.8194,133119.0,INLAND
-121.41,38.64,38.0,1384.0,287.0,682.0,280.0,1.9167,69477.0,INLAND
-119.77,36.79,27.0,2258.0,427.0,1076.0,423.0,2.9937,80437.0,INLAND
-117.91,33.82,29.0,1444.0,326.0,1038.0,271.0,2.3843,186811.01,<1H OCEAN
-121.45,38.63,28.0,1246.0,295.0,884.0,258.0,1.4397,54963.0,INLAND
-118.02,33.89,36.0,1375.0,,670.0,221.0,5.0839,210071.01,<1H OCEAN
-117.96,34.09,6.0,1954.0,534.0,1584.0,496.0,3.1621,139262.0,INLAND
-118.19,34.1,42.0,1577.0,379.0,1317.0,378.0,3.2121,167885.0,<1H OCEAN
-121.56,39.52,26.0,1957.0,429.0,945.0,397.0,1.7308,55797.0,INLAND
-122.11,37.4,15.0,255.0,63.0,138.0,74.0,4.6591,225435.07,NEAR BAY
-117.1,32.71,9.0,1931.0,472.0,1628.0,445.0,2.085,96044.0,NEAR OCEAN
-117.83,33.66,15.0,2355.0,438.0,747.0,450.0,6.5356,295104.01,<1H OCEAN
-122.46,37.72,49.0,1207.0,255.0,658.0,220.0,4.0859,238849.0,NEAR OCEAN
-118.19,34.07,38.0,2965.0,665.0,2128.0,650.0,3.0241,163618.0,<1H OCEAN
-121.27,37.94,38.0,512.0,133.0,676.0,124.0,1.7386,57397.0,INLAND
-118.2,34.11,52.0,678.0,173.0,791.0,186.0,4.0625,191612.0,<1H OCEAN
-117.06,32.79,17.0,2524.0,332.0,771.0,317.0,8.7604,363642.05,<1H OCEAN
-118.03,34.06,27.0,2510.0,783.0,3481.0,726.0,2.4875,159243.0,<1H OCEAN
-117.19,34.1,5.0,2167.0,384.0,1174.0,358.0,4.0114,111814.0,INLAND
-119.77,36.76,43.0,1945.0,413.0,1492.0,422.0,1.5174,54068.0,INLAND
-122.36,37.54,23.0,6184.0,747.0,2165.0,700.0,10.1675,499260.99,NEAR OCEAN
-118.3,34.08,32.0,2880.0,1063.0,3646.0,1028.0,2.3846,253449.0,<1H OCEAN
-118.14,34.18,47.0,3457.0,622.0,1700.0,579.0,3.5164,238746.0,<1H OCEAN
-122.48,37.73,38.0,3195.0,828.0,2410.0,778.0,3.1359,318395.0,NEAR OCEAN
-117.72,33.43,5.0,1889.0,359.0,616.0,246.0,3.8992,424366.68,<1H OCEAN
-120.97,37.68,16.0,2349.0,446.0,1302.0,392.0,3.1625,127807.0,INLAND
-118.33,34.09,36.0,654.0,186.0,416.0,138.0,3.6953,265977.02,<1H OCEAN
-122.39,40.57,38.0,855.0,172.0,468.0,150.0,1.4091,78961.0,INLAND
-117.92,33.81,34.0,988.0,173.0,759.0,184.0,5.6047,208793.0,<1H OCEAN
-118.1,34.1,41.0,1379.0,315.0,1249.0,309.0,2.6553,201778.05,<1H OCEAN
-122.06,38.25,34.0,1562.0,289.0,898.0,307.0,3.3598,118059.0,INLAND
-122.66,38.45,26.0,2081.0,339.0,906.0,323.0,4.4375,271687.0,<1H OCEAN
-118.42,34.02,34.0,2995.0,942.0,2626.0,947.0,2.2402,378730.0,<1H OCEAN
-118.38,34.03,43.0,912.0,255.0,705.0,246.0,2.6402,212893.0,<1H OCEAN
-118.46,34.16,28.0,2795.0,622.0,1173.0,545.0,4.4423,306919.02,<1H OCEAN
-122.25,37.79,51.0,175.0,43.0,228.0,55.0,2.1,110382.01,NEAR BAY
-121.24,37.93,21.0,1185.0,237.0,960.0,245.0,2.0893,72604.0,INLAND
-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,5.1529,260634.0,<1H OCEAN
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,159073.0,NEAR BAY
-118.36,33.93,44.0,520.0,116.0,392.0,106.0,3.0132,207055.0,<1H OCEAN
-118.33,34.09,40.0,2004.0,687.0,1514.0,542.0,1.9911,223499.0,<1H OCEAN
-122.49,37.73,39.0,1937.0,336.0,742.0,307.0,5.1991,371146.05,NEAR OCEAN
-122.25,39.79,16.0,2127.0,412.0,1104.0,369.0,3.0469,82900.0,INLAND
-117.24,33.95,11.0,6617.0,1118.0,3710.0,1087.0,4.7877,139667.0,INLAND
-119.04,34.23,21.0,9807.0,1614.0,4199.0,1554.0,5.0145,258338.02,<1H OCEAN
-117.85,34.11,25.0,9255.0,1659.0,4944.0,1627.0,4.5708,220239.0,INLAND
-121.62,39.14,41.0,2183.0,559.0,1202.0,506.0,1.6902,65498.0,INLAND
-121.58,39.51,24.0,1865.0,372.0,1087.0,385.0,1.6389,60722.0,INLAND
-121.58,38.81,25.0,778.0,135.0,340.0,155.0,1.7857,188677.0,INLAND
-121.96,37.27,22.0,6114.0,1211.0,2983.0,1163.0,5.2533,275811.0,<1H OCEAN
-118.11,34.06,18.0,2609.0,721.0,2221.0,703.0,2.3224,187378.0,<1H OCEAN
-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,124427.0,NEAR BAY
-121.29,37.72,22.0,1630.0,404.0,4402.0,358.0,1.9792,70527.0,INLAND
-118.53,34.45,10.0,5509.0,969.0,3002.0,959.0,5.5981,245351.0,<1H OCEAN
-122.53,37.88,25.0,4921.0,866.0,1913.0,834.0,6.8742,410922.07,NEAR BAY
-122.52,38.53,35.0,1227.0,236.0,548.0,207.0,4.875,310011.0,INLAND
-121.8,37.34,20.0,2686.0,414.0,1507.0,405.0,5.8068,261378.0,<1H OCEAN
-118.23,33.94,36.0,1110.0,,1417.0,302.0,2.3333,109162.0,<1H OCEAN
-118.54,34.26,22.0,5303.0,838.0,2372.0,807.0,5.6912,297581.01,<1H OCEAN
-117.14,32.79,35.0,3578.0,582.0,1568.0,553.0,4.7813,201585.0,NEAR OCEAN
-119.28,36.32,16.0,2812.0,514.0,1620.0,523.0,3.7404,88566.0,INLAND
-122.23,37.8,50.0,1746.0,480.0,1149.0,415.0,2.25,123084.0,NEAR BAY
-117.54,34.12,4.0,17577.0,2819.0,7766.0,2473.0,5.1333,188873.0,INLAND
-121.22,37.82,13.0,4452.0,949.0,2740.0,937.0,3.1964,150160.0,INLAND
-118.21,33.97,52.0,4220.0,908.0,3731.0,892.0,3.1901,170487.0,<1H OCEAN
-116.28,32.84,18.0,382.0,128.0,194.0,69.0,2.5179,83876.0,INLAND
-117.19,32.86,18.0,4231.0,728.0,2030.0,720.0,6.1805,293861.0,NEAR OCEAN
-124.1,40.73,33.0,644.0,129.0,334.0,121.0,3.9659,112989.0,NEAR OCEAN
-122.27,38.53,22.0,678.0,137.0,336.0,103.0,4.4,183253.0,INLAND
-121.42,38.64,42.0,1720.0,382.0,1069.0,362.0,1.8611,63929.0,INLAND
-117.12,32.76,28.0,1605.0,501.0,936.0,460.0,2.5991,143815.0,NEAR OCEAN
-118.3,33.8,8.0,1115.0,412.0,1472.0,396.0,3.1392,169687.0,<1H OCEAN
-118.4,34.06,52.0,2501.0,362.0,748.0,349.0,6.6343,490071.89,<1H OCEAN
-119.09,36.21,43.0,1335.0,280.0,943.0,288.0,1.9861,53159.0,INLAND
-117.79,33.68,13.0,2636.0,416.0,1137.0,404.0,7.2118,307339.0,<1H OCEAN
-118.25,34.14,25.0,5980.0,1856.0,5217.0,1772.0,2.506,193896.0,<1H OCEAN
-120.29,37.94,17.0,1459.0,297.0,753.0,271.0,3.05,137235.0,INLAND
-121.99,37.56,18.0,5505.0,1005.0,2641.0,971.0,5.0,261996.0,<1H OCEAN
-117.99,35.16,15.0,2180.0,416.0,960.0,370.0,2.875,85286.0,INLAND
-118.34,33.76,34.0,5586.0,674.0,1871.0,636.0,15.0001,500001.0,NEAR OCEAN
-121.87,37.66,52.0,775.0,134.0,315.0,123.0,5.0677,227825.0,INLAND
-119.86,36.8,18.0,2536.0,516.0,1196.0,466.0,2.5595,72441.0,INLAND
-118.04,34.16,38.0,1594.0,249.0,633.0,247.0,5.9582,349461.01,INLAND
-122.0,37.0,16.0,32.0,4.0,36.0,5.0,2.625,212120.1,NEAR OCEAN
-120.08,36.96,36.0,2074.0,349.0,954.0,363.0,3.1136,87204.0,INLAND
-118.32,33.74,24.0,6097.0,794.0,2248.0,806.0,10.1357,500001.0,NEAR OCEAN
-122.08,37.87,24.0,6130.0,1359.0,1750.0,1286.0,2.9167,137393.0,NEAR BAY
-121.93,38.02,13.0,1524.0,286.0,940.0,308.0,5.1337,155991.0,INLAND
-119.27,35.5,34.0,1367.0,329.0,796.0,319.0,2.8269,64959.0,INLAND
-118.01,33.67,16.0,3581.0,780.0,1644.0,774.0,5.041,372135.01,NEAR OCEAN
-118.03,34.05,36.0,1359.0,317.0,1557.0,370.0,2.7955,159203.0,<1H OCEAN
-118.53,34.03,40.0,4350.0,763.0,1551.0,665.0,7.0318,483492.79,<1H OCEAN
-118.87,34.22,14.0,3108.0,451.0,1566.0,434.0,6.2423,294239.0,<1H OCEAN
-115.32,32.82,34.0,591.0,139.0,327.0,89.0,3.6528,112578.02,INLAND
-121.75,36.91,42.0,1368.0,468.0,2312.0,484.0,2.5599,155071.0,<1H OCEAN
-118.53,34.19,32.0,2618.0,692.0,1961.0,633.0,2.625,198423.0,<1H OCEAN
-122.47,37.76,49.0,2842.0,670.0,1396.0,648.0,3.2679,348824.01,NEAR BAY
-117.93,33.79,34.0,3592.0,616.0,2138.0,605.0,5.2129,201701.0,<1H OCEAN
-118.36,34.17,31.0,1939.0,505.0,1584.0,466.0,2.5234,211256.01,<1H OCEAN
-118.49,34.2,35.0,1109.0,206.0,515.0,202.0,5.2118,216046.0,<1H OCEAN
-117.6,33.41,29.0,2193.0,389.0,922.0,387.0,4.5476,311819.04,NEAR OCEAN
-119.45,37.21,17.0,3538.0,726.0,1603.0,629.0,2.9449,99618.0,INLAND
-122.71,38.34,23.0,2744.0,588.0,1493.0,557.0,3.1781,165686.0,<1H OCEAN
-117.78,34.09,32.0,2643.0,516.0,1862.0,478.0,3.7177,164432.0,INLAND
-119.8,36.8,43.0,1951.0,288.0,725.0,308.0,6.3359,222203.02,INLAND
-118.32,34.2,36.0,1978.0,337.0,834.0,311.0,3.9866,281088.0,<1H OCEAN
-119.65,36.51,30.0,1671.0,319.0,966.0,282.0,3.1333,92705.0,INLAND
-118.39,33.84,16.0,2472.0,572.0,965.0,529.0,5.137,357831.05,<1H OCEAN
-117.91,34.08,33.0,2325.0,452.0,1170.0,445.0,3.6625,211659.0,<1H OCEAN
-121.3,38.0,27.0,2918.0,580.0,1338.0,544.0,2.6495,113269.0,INLAND
-122.32,38.0,32.0,2275.0,397.0,1233.0,418.0,4.0437,162483.0,NEAR BAY
-120.94,37.74,35.0,1166.0,268.0,515.0,266.0,2.3469,95984.0,INLAND
-117.82,33.76,33.0,2774.0,428.0,1229.0,407.0,6.2944,282316.0,<1H OCEAN
-117.54,33.76,5.0,5846.0,1035.0,3258.0,1001.0,4.7965,181625.0,<1H OCEAN
-117.24,33.11,10.0,3487.0,545.0,1410.0,557.0,6.0336,273303.0,NEAR OCEAN
-119.63,36.79,19.0,1317.0,189.0,517.0,187.0,4.526,139525.0,INLAND
-117.02,33.71,6.0,8278.0,1579.0,3062.0,1446.0,3.0043,135774.0,INLAND
-122.17,37.71,38.0,890.0,200.0,481.0,198.0,3.244,176075.0,NEAR BAY
-118.08,33.84,31.0,2906.0,578.0,1806.0,553.0,4.8448,201702.0,<1H OCEAN
-118.08,34.56,14.0,5144.0,887.0,2846.0,824.0,4.5615,154175.0,INLAND
-122.31,37.57,42.0,3157.0,676.0,1603.0,629.0,3.7422,290548.0,NEAR OCEAN
-121.11,38.95,14.0,3888.0,890.0,1830.0,844.0,1.8238,132684.0,INLAND
-118.61,34.2,29.0,1673.0,284.0,794.0,270.0,5.5191,241986.0,<1H OCEAN
-118.18,34.09,40.0,2744.0,708.0,2747.0,674.0,2.6226,153698.0,<1H OCEAN
-119.13,36.3,33.0,3379.0,612.0,1565.0,618.0,2.7321,78619.0,INLAND
-121.3,37.96,24.0,1212.0,366.0,1202.0,343.0,1.7875,75137.0,INLAND
-121.9,37.3,52.0,1575.0,284.0,629.0,284.0,5.6437,340872.11,<1H OCEAN
-117.32,33.15,15.0,13245.0,2212.0,5495.0,2060.0,5.4904,270359.01,NEAR OCEAN
-117.7,33.62,19.0,2957.0,492.0,1639.0,495.0,5.0686,239438.01,<1H OCEAN
-118.41,33.77,22.0,7554.0,991.0,2808.0,946.0,10.06,500001.0,NEAR OCEAN
-119.21,34.19,15.0,5614.0,989.0,2754.0,994.0,5.035,245084.0,NEAR OCEAN
-119.81,37.67,24.0,172.0,42.0,79.0,30.0,3.8333,115751.0,INLAND
-118.21,33.99,39.0,47.0,16.0,51.0,23.0,3.2188,167695.12,<1H OCEAN
-115.6,33.2,37.0,709.0,187.0,390.0,142.0,2.4511,78155.0,INLAND
-121.46,38.57,52.0,893.0,159.0,367.0,160.0,3.2386,188123.0,INLAND
-121.25,38.64,21.0,2764.0,363.0,902.0,360.0,5.6864,233974.0,INLAND
-122.58,38.58,32.0,2723.0,637.0,1549.0,556.0,2.3942,158926.0,INLAND
-118.08,33.88,27.0,3065.0,736.0,1840.0,719.0,3.6417,197424.0,<1H OCEAN
-124.17,40.74,17.0,2026.0,338.0,873.0,313.0,4.0357,123519.0,NEAR OCEAN
-118.38,34.19,30.0,977.0,264.0,736.0,258.0,1.9866,182825.0,<1H OCEAN
-118.43,34.06,31.0,1317.0,284.0,523.0,274.0,7.4219,478652.83,<1H OCEAN
-118.27,34.06,17.0,2124.0,1168.0,3915.0,1137.0,1.1346,171911.0,<1H OCEAN
-118.28,33.99,52.0,1283.0,342.0,1363.0,329.0,2.5848,107937.0,<1H OCEAN
-118.54,34.17,34.0,2458.0,433.0,1034.0,373.0,5.6738,426953.04,<1H OCEAN
-119.68,34.42,38.0,1452.0,354.0,1139.0,340.0,2.707,241552.01,<1H OCEAN
-119.82,36.64,30.0,1694.0,312.0,1008.0,321.0,2.2466,86064.0,INLAND
-118.31,33.99,45.0,1489.0,339.0,791.0,316.0,2.2339,115087.0,<1H OCEAN
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,238905.01,NEAR BAY
-118.37,34.13,28.0,4287.0,627.0,1498.0,615.0,8.5677,489647.82,<1H OCEAN
-121.63,36.68,24.0,2591.0,739.0,3243.0,702.0,2.1766,116691.0,<1H OCEAN
-122.45,37.76,31.0,5283.0,1330.0,2659.0,1269.0,3.5744,426166.01,NEAR BAY
-118.49,34.25,30.0,2871.0,470.0,1335.0,458.0,5.0232,251181.0,<1H OCEAN
-117.41,34.11,29.0,3999.0,772.0,2602.0,760.0,3.5481,107920.0,INLAND
-117.11,33.83,14.0,2715.0,500.0,1540.0,464.0,3.8036,141653.01,INLAND
-118.51,34.24,31.0,5297.0,664.0,1986.0,657.0,8.6454,483733.22,<1H OCEAN
-120.96,37.48,32.0,1256.0,212.0,682.0,236.0,2.9844,130896.0,INLAND
-118.3,34.06,23.0,2512.0,1203.0,3720.0,1118.0,1.7896,280265.0,<1H OCEAN
-120.69,35.64,38.0,2564.0,546.0,1301.0,481.0,2.0076,127269.0,<1H OCEAN
-118.17,33.77,36.0,2933.0,881.0,2077.0,838.0,2.2538,179765.0,NEAR OCEAN
-122.44,37.74,23.0,6291.0,1269.0,2818.0,1198.0,4.2672,368229.0,NEAR BAY
-118.09,34.0,36.0,1722.0,353.0,1174.0,335.0,3.045,160990.0,<1H OCEAN
-118.1,34.08,24.0,4510.0,1296.0,3985.0,1240.0,2.6884,199889.0,<1H OCEAN
-117.66,34.05,36.0,2341.0,520.0,2138.0,523.0,2.3347,110862.0,INLAND
-121.3,38.03,10.0,1409.0,248.0,782.0,222.0,4.0227,113816.0,INLAND
-124.26,40.58,52.0,2217.0,394.0,907.0,369.0,2.3571,106832.01,NEAR OCEAN
-120.58,40.37,16.0,3412.0,667.0,1873.0,590.0,2.2661,70104.0,INLAND
-122.72,38.31,26.0,1644.0,294.0,801.0,291.0,4.3906,250237.0,<1H OCEAN
-119.3,36.35,24.0,1855.0,416.0,1520.0,410.0,2.3304,62863.0,INLAND
-119.78,36.75,31.0,1404.0,379.0,1515.0,387.0,1.2813,52548.0,INLAND
-118.26,34.05,52.0,58.0,52.0,41.0,27.0,4.0972,386948.65,<1H OCEAN
-116.81,33.9,17.0,2009.0,469.0,820.0,381.0,1.3286,85938.0,INLAND
-118.95,35.36,30.0,2294.0,508.0,1753.0,482.0,2.1078,58127.0,INLAND
-118.02,33.91,35.0,2182.0,390.0,1248.0,399.0,5.4236,219384.0,<1H OCEAN
-121.46,38.53,37.0,2745.0,588.0,1607.0,556.0,1.8007,70115.0,INLAND
-123.11,40.6,23.0,708.0,202.0,316.0,136.0,1.1602,68409.0,INLAND
-121.36,38.57,26.0,1793.0,244.0,653.0,235.0,5.6485,183470.0,INLAND
-117.84,33.89,24.0,3935.0,625.0,1912.0,593.0,5.7951,240398.0,<1H OCEAN
-117.21,33.97,3.0,18356.0,2537.0,8437.0,2342.0,5.6409,208646.0,INLAND
-122.01,38.37,16.0,3996.0,550.0,1673.0,539.0,5.778,188071.0,INLAND
-122.15,37.44,52.0,1400.0,217.0,522.0,227.0,4.9861,427057.67,NEAR BAY
-119.75,36.8,30.0,3308.0,662.0,1894.0,648.0,2.197,73174.0,INLAND
-117.96,33.8,30.0,729.0,131.0,488.0,139.0,4.7667,193610.0,<1H OCEAN
-119.85,36.82,16.0,1852.0,274.0,887.0,286.0,5.5405,130050.0,INLAND
-120.49,40.31,16.0,1821.0,360.0,969.0,359.0,3.4643,93910.0,INLAND
-122.26,37.85,52.0,3503.0,752.0,1504.0,734.0,3.2705,255805.0,NEAR BAY
-121.32,38.7,17.0,3214.0,551.0,1879.0,562.0,4.3643,128433.0,INLAND
-119.44,38.53,20.0,1963.0,434.0,682.0,273.0,1.5817,108257.0,INLAND
-118.17,33.87,45.0,2110.0,494.0,1404.0,454.0,2.9803,166232.0,<1H OCEAN
-118.1,34.57,7.0,20377.0,4335.0,11973.0,3933.0,3.3086,139030.0,INLAND
-122.63,38.34,15.0,2153.0,345.0,979.0,335.0,5.1966,293383.0,<1H OCEAN
-118.23,34.15,26.0,1649.0,522.0,1332.0,483.0,3.1004,244935.0,<1H OCEAN
-122.33,37.55,51.0,2565.0,332.0,870.0,309.0,9.3694,500001.0,NEAR OCEAN
-120.94,37.7,25.0,1005.0,159.0,390.0,139.0,4.4,169956.0,INLAND
-118.46,34.0,37.0,388.0,83.0,248.0,84.0,5.1664,327041.03,<1H OCEAN
-117.92,33.64,25.0,2224.0,580.0,985.0,516.0,3.1305,238073.01,<1H OCEAN
-118.35,33.94,36.0,2225.0,601.0,2755.0,610.0,2.5547,151651.0,<1H OCEAN
-119.67,36.83,4.0,2145.0,334.0,1024.0,308.0,5.0864,116988.0,INLAND
-121.36,38.04,9.0,2167.0,370.0,1290.0,351.0,5.0285,150805.0,INLAND
-118.54,34.18,17.0,7214.0,1994.0,4100.0,1823.0,3.0943,198298.0,<1H OCEAN
-118.22,34.19,36.0,959.0,204.0,446.0,210.0,3.215,306703.0,<1H OCEAN
-120.51,37.32,13.0,2109.0,477.0,1108.0,466.0,2.3099,96165.0,INLAND
-119.71,34.42,52.0,1411.0,324.0,1091.0,306.0,4.1062,256171.0,<1H OCEAN
-118.29,34.04,48.0,1353.0,488.0,1945.0,487.0,2.4359,142035.0,<1H OCEAN
-116.53,33.84,28.0,8399.0,1839.0,3470.0,1340.0,2.5885,144894.0,INLAND
-117.06,32.77,32.0,3888.0,827.0,3868.0,841.0,3.0755,166268.0,NEAR OCEAN
-122.2,38.09,18.0,6860.0,1079.0,3205.0,1058.0,5.2957,191443.0,NEAR BAY
-121.77,38.67,42.0,2670.0,518.0,1548.0,534.0,2.2794,105247.0,INLAND
-118.02,34.13,33.0,2874.0,458.0,1239.0,431.0,5.2329,396797.05,INLAND
-121.03,37.68,27.0,1956.0,327.0,1004.0,307.0,3.7857,127407.0,INLAND
-118.86,34.22,22.0,1230.0,200.0,673.0,195.0,6.2708,254400.0,<1H OCEAN
